listing_id,city,neighborhood,room_type,property_type,bedrooms,bathrooms,accommodates,review_score,number_of_reviews,host_response_rate,availability_365,cancellation_policy,amenities_count,latitude,longitude,price
233,Los Angeles,Uptown,Private room,Loft,3,2,4,3.45,263,66,299,Moderate,3,74.137047,-153.883075,389.87
234,New York,City Center,Hotel room,Loft,3,3,2,2.77,97,76,109,Flexible,3,43.010252,62.353529,432.61
235,Miami,City Center,Shared room,Cottage,3,2,2,3.83,312,82,195,Flexible,7,-54.391603,117.069457,448.73
236,Miami,Suburb,Entire home/apt,House,4,2,8,3.49,366,95,151,Flexible,10,61.807198,-70.243431,562.56
237,Seattle,Suburb,Hotel room,Cottage,5,2,1,4.03,328,66,242,Strict,7,-53.320314,176.463286,379.48
238,Denver,Beachside,Private room,House,5,3,7,4.51,114,91,127,Moderate,4,43.721787,-152.693439,412.27
239,Denver,Beachside,Private room,Condo,2,1,5,3.25,275,61,104,Strict,6,33.408552,58.244657,293.31
240,San Francisco,Old Town,Private room,Townhouse,5,3,8,4.91,487,97,9,Flexible,4,46.599993,-18.637915,742.86
241,San Francisco,Harbor Area,Entire home/apt,Loft,5,1,1,3.84,280,95,355,Moderate,8,5.883423,-19.223316,503.14
242,San Francisco,Old Town,Shared room,Loft,3,1,7,4.05,274,76,147,Flexible,5,24.970713,-15.247578,546.65
243,Chicago,Downtown,Entire home/apt,Condo,3,1,5,4.2,260,97,364,Moderate,2,81.597614,-86.874561,396.15
244,Boston,Midtown,Hotel room,Apartment,2,2,4,4.17,330,57,363,Moderate,5,-71.804053,77.602618,385.64
245,Austin,Beachside,Private room,Townhouse,1,2,7,3.78,206,72,139,Strict,5,-34.407491,79.767549,383.65
246,Boston,Suburb,Entire home/apt,Cottage,2,1,2,3.57,383,91,189,Strict,4,20.044262,-78.33704,332.84
247,New York,Uptown,Entire home/apt,Condo,2,1,1,2.63,327,98,93,Flexible,3,83.529743,120.710326,249.37
248,Boston,Suburb,Shared room,Cottage,4,2,1,2.56,210,78,228,Strict,7,-72.796599,-65.93582,328.48
249,Chicago,Midtown,Shared room,Villa,4,3,1,3.39,214,99,62,Strict,10,-85.94114,81.033525,321.76
250,New York,Old Town,Private room,Loft,2,1,5,3.33,410,69,339,Strict,9,-79.965072,-136.440084,444.62
251,Boston,Suburb,Entire home/apt,Cottage,2,3,7,3.47,39,65,24,Moderate,7,-80.566976,-119.267409,484.47
252,Chicago,Harbor Area,Entire home/apt,House,2,2,2,2.85,479,66,267,Strict,2,73.406854,-66.313568,266.41
253,Austin,Downtown,Shared room,Cottage,5,1,8,4.35,25,65,280,Flexible,9,39.826423,33.794556,461.71
254,Boston,Midtown,Entire home/apt,Villa,4,3,4,4.64,26,68,10,Moderate,8,31.879146,52.384135,479.33
255,Chicago,Old Town,Entire home/apt,Townhouse,2,3,3,4.85,189,57,319,Moderate,8,4.063108,-37.311778,383.11
256,San Francisco,Harbor Area,Entire home/apt,Loft,3,3,8,3.73,82,87,200,Strict,10,50.751471,-151.977905,553.39
257,Denver,Uptown,Shared room,Condo,3,2,2,4.25,383,87,125,Moderate,9,-61.983361,-45.491525,303.45
258,San Francisco,Old Town,Private room,Villa,5,2,3,4.64,433,78,305,Flexible,3,-19.450586,67.956306,686.07
259,Denver,City Center,Hotel room,Loft,5,3,3,3.55,169,90,189,Flexible,6,-1.799235,61.558366,350.83
260,Los Angeles,Harbor Area,Private room,Cottage,1,3,1,3.27,412,85,88,Moderate,2,-70.12629,-122.329291,271.71
261,Los Angeles,Harbor Area,Hotel room,Townhouse,1,2,6,4.84,166,75,354,Strict,3,-14.487532,-177.197771,373.11
262,Los Angeles,Downtown,Entire home/apt,Apartment,1,3,2,3.79,187,80,115,Strict,2,-33.02968,91.073382,425.33
263,Austin,Midtown,Private room,Townhouse,5,3,1,3.74,168,93,351,Moderate,7,-83.595214,-141.70746,412.68
264,San Francisco,Uptown,Hotel room,Apartment,5,2,2,2.95,288,61,176,Flexible,4,-65.387628,-150.354308,460.69
265,Denver,Downtown,Shared room,House,5,3,6,2.77,466,66,13,Moderate,8,47.526628,-179.027562,368.48
266,Chicago,Old Town,Shared room,Townhouse,3,3,4,4.61,228,64,256,Strict,7,-86.753176,-24.263523,368.41
267,New York,Downtown,Private room,Loft,5,3,6,4.04,466,58,208,Strict,7,78.165594,1.175004,548.15
268,Chicago,Harbor Area,Private room,Apartment,3,2,9,3.31,96,88,280,Moderate,10,-74.443566,49.559057,412.51
269,New York,Midtown,Entire home/apt,Condo,1,3,8,2.98,366,91,327,Flexible,8,53.862857,-73.417017,466.7
270,Miami,Beachside,Private room,Loft,1,2,1,3.89,15,97,324,Moderate,3,71.750977,75.752898,358.78
271,Chicago,Downtown,Entire home/apt,Condo,1,2,8,3.96,278,61,104,Flexible,6,79.404405,-119.040531,344.8
272,Boston,City Center,Entire home/apt,Townhouse,2,1,9,3.02,134,81,146,Flexible,4,66.145864,119.516419,417.96
273,Boston,Downtown,Shared room,Condo,2,1,6,4.63,25,74,278,Moderate,2,-38.240993,25.865398,357.53
274,Seattle,Old Town,Shared room,Apartment,4,3,5,2.71,351,88,8,Moderate,6,-30.044316,30.200336,449.56
275,San Francisco,Old Town,Hotel room,Loft,4,2,6,3.39,11,67,117,Flexible,9,-13.221774,-104.480851,512.4
276,New York,Uptown,Shared room,Cottage,4,1,6,4.2,71,64,93,Flexible,7,-64.926596,-153.32085,503.56
277,New York,Old Town,Shared room,Villa,2,3,9,3.19,132,81,143,Flexible,9,-85.990958,-12.699071,508.13
278,San Francisco,Suburb,Private room,Apartment,2,1,4,4.57,105,55,288,Flexible,6,66.441891,41.620303,386.8
279,Austin,Midtown,Shared room,Apartment,4,1,2,4.35,219,93,13,Strict,9,9.743169,-145.783275,351.96
280,Seattle,Midtown,Hotel room,Cottage,4,2,9,4.47,372,92,256,Moderate,9,19.57013,162.192411,506.86
281,Austin,Beachside,Private room,Loft,5,2,2,2.8,452,84,345,Flexible,5,76.857925,172.94917,351.18
282,Austin,Beachside,Hotel room,Loft,4,1,9,2.85,176,83,185,Moderate,2,29.721632,16.36441,364.74
283,Austin,Midtown,Shared room,Townhouse,5,1,2,3.22,281,87,344,Flexible,10,34.353631,162.024896,381.86
284,San Francisco,City Center,Hotel room,Condo,3,2,8,3.8,132,54,206,Moderate,2,51.654357,-115.399714,585.89
285,Austin,Beachside,Private room,Townhouse,2,3,9,4.37,21,67,345,Moderate,4,-69.057279,-170.848553,425.14
286,Boston,Uptown,Entire home/apt,Cottage,4,2,9,4.59,462,65,171,Flexible,10,-25.170812,-165.812567,543.39
287,Los Angeles,Old Town,Hotel room,Townhouse,2,1,9,4.26,268,57,269,Flexible,3,84.277427,31.504493,486.34
288,Miami,Midtown,Hotel room,Cottage,2,3,2,4.82,411,74,220,Moderate,9,76.127414,-157.808922,438.18
289,New York,Harbor Area,Private room,Loft,2,1,4,4.35,160,81,151,Moderate,3,69.133553,165.076418,390.67
290,New York,Beachside,Private room,Condo,3,3,7,3.27,106,75,110,Moderate,3,-8.624068,-128.904044,526.64
291,Miami,Midtown,Hotel room,Townhouse,1,1,2,3.16,278,71,182,Strict,2,64.294732,-70.29979,253.88
292,San Francisco,Suburb,Shared room,Apartment,4,3,1,4.24,352,80,338,Flexible,3,-81.288741,116.106409,503.2
293,Chicago,Downtown,Hotel room,House,1,3,3,2.98,234,92,71,Strict,5,-63.266864,-101.253484,269.99
294,San Francisco,Old Town,Private room,Villa,1,1,4,2.73,17,59,282,Strict,6,-15.485814,-92.531355,380.48
295,New York,Midtown,Entire home/apt,Apartment,1,3,8,3.83,241,61,73,Flexible,2,-2.989428,51.231224,571.17
296,New York,Downtown,Entire home/apt,Loft,2,2,6,4.55,116,77,354,Flexible,3,-42.568712,-80.609008,555.66
297,Miami,Beachside,Shared room,Villa,5,1,2,2.75,285,55,214,Strict,6,-25.834199,-101.718852,404.28
298,Austin,Downtown,Hotel room,House,2,2,9,4.48,281,69,327,Flexible,8,-60.700302,-88.496023,495.67
299,San Francisco,Old Town,Entire home/apt,House,2,1,2,4.53,143,54,22,Moderate,4,-1.955874,-3.3669,446.15
300,Denver,Midtown,Hotel room,Condo,1,3,5,3.71,204,72,67,Moderate,7,52.891793,167.795954,270.43
301,Miami,Suburb,Private room,Villa,2,3,4,2.64,38,58,361,Strict,4,29.044871,119.605659,388.77
302,Boston,City Center,Entire home/apt,Condo,1,3,7,2.94,416,78,92,Strict,9,-70.597395,-77.540305,373.06
303,New York,Beachside,Shared room,Apartment,5,1,8,4.27,153,65,320,Flexible,9,-2.235311,-49.185645,563.93
304,Miami,Midtown,Private room,Cottage,4,2,5,4.28,175,95,323,Flexible,9,35.576349,-12.77559,481.13
305,San Francisco,Old Town,Shared room,Cottage,1,2,5,4.75,448,71,62,Strict,10,5.381153,172.414673,480.52
306,New York,Beachside,Private room,Cottage,5,1,2,3.96,240,57,223,Strict,8,-19.498393,-117.939431,512.61
307,Chicago,Uptown,Entire home/apt,Villa,4,1,8,2.81,421,69,224,Moderate,8,21.944596,-51.306083,394.57
308,Miami,Downtown,Shared room,Cottage,3,2,2,2.8,385,63,345,Moderate,4,84.35496,82.593394,325.39
309,Seattle,City Center,Shared room,Apartment,1,2,6,4.3,368,88,336,Flexible,2,-72.916576,167.019744,375.35
310,New York,Old Town,Private room,Condo,1,2,8,2.96,133,86,102,Moderate,4,-19.797109,-123.956923,454.2
311,San Francisco,Uptown,Shared room,Villa,3,2,6,3.32,45,99,214,Flexible,8,-16.810946,-98.143216,524.28
312,Los Angeles,Harbor Area,Private room,Condo,3,1,4,3.72,49,83,191,Flexible,7,13.854116,-98.749917,416.31
313,Denver,Midtown,Private room,Villa,1,1,4,2.56,165,60,159,Flexible,6,-62.608572,-172.464469,199.57
314,Atlanta,Suburb,Private room,Condo,3,3,6,3.12,105,89,206,Moderate,8,-58.204255,37.481625,338.09
315,Austin,Beachside,Private room,House,2,2,4,3.52,215,82,268,Strict,9,-38.634951,61.453107,330.56
316,Atlanta,Downtown,Entire home/apt,Condo,4,3,8,3.2,145,80,193,Strict,3,82.056608,36.90932,371.97
317,San Francisco,Beachside,Private room,Cottage,4,1,9,2.84,410,93,151,Moderate,6,42.139545,-154.323724,546.6
318,Boston,City Center,Hotel room,House,4,1,1,4.32,424,83,236,Strict,4,29.104794,-155.077155,403.95
319,Boston,Midtown,Shared room,Condo,2,3,4,4.53,71,99,87,Flexible,8,57.052384,-104.26084,393.97
320,Los Angeles,Beachside,Hotel room,Villa,3,2,4,3.14,475,56,10,Strict,9,-67.036236,-75.493974,363.78
321,Austin,Downtown,Entire home/apt,Villa,5,2,2,4.44,329,98,186,Moderate,3,64.679908,103.155716,415.31
322,Seattle,Midtown,Hotel room,Villa,3,2,6,3.46,272,72,213,Strict,8,17.069888,-122.619504,413.55
323,Los Angeles,Beachside,Shared room,Loft,1,2,3,3.77,246,95,14,Flexible,10,-29.640779,-164.126802,427.8
324,Atlanta,Suburb,Hotel room,Apartment,4,3,7,4.64,445,56,265,Flexible,9,56.853946,-38.164497,372.86
325,Los Angeles,Old Town,Entire home/apt,Villa,3,3,5,4.37,412,74,296,Moderate,2,54.461616,-30.098819,438.59
326,Atlanta,Midtown,Private room,House,5,1,4,4.51,185,52,72,Moderate,4,62.227545,-17.673358,370.7
327,New York,Old Town,Hotel room,Villa,1,2,5,2.84,69,87,51,Moderate,8,-69.206778,117.685276,416.3
328,Boston,Harbor Area,Entire home/apt,Loft,2,2,8,2.67,461,69,127,Flexible,7,84.485024,-144.718051,368.83
329,New York,Midtown,Entire home/apt,Cottage,2,2,3,4.73,149,83,27,Strict,6,82.732708,73.41915,478.54
330,Denver,Suburb,Shared room,House,5,3,7,3.47,245,98,64,Strict,6,-25.655464,-58.339594,429.9
331,Austin,Old Town,Shared room,Loft,1,2,6,3.22,261,93,16,Moderate,3,-78.139077,-68.407151,326.31
332,Seattle,Uptown,Hotel room,Cottage,4,3,1,4.31,25,93,350,Strict,5,-59.929979,155.715525,432.85
333,Atlanta,Downtown,Private room,Townhouse,3,2,7,4.59,422,79,137,Strict,7,88.709549,-90.551331,330.01
334,Seattle,Uptown,Entire home/apt,Townhouse,1,2,7,4.66,139,66,318,Moderate,4,11.34233,51.311461,424.76
335,Atlanta,Beachside,Hotel room,House,2,1,1,3.29,98,59,228,Moderate,4,-25.808076,-80.954007,190.66
336,San Francisco,Suburb,Entire home/apt,Condo,5,2,9,4.63,397,84,253,Flexible,7,-38.123515,2.571798,610.36
337,Los Angeles,Uptown,Entire home/apt,Apartment,5,2,6,2.6,277,69,209,Flexible,7,-43.741488,103.065441,473.32
338,Denver,Midtown,Private room,Apartment,3,1,2,2.62,50,67,293,Flexible,9,29.547498,137.420108,196.42
339,Boston,Beachside,Private room,Loft,5,3,5,4.06,150,94,230,Flexible,2,-14.51019,121.931007,569.87
340,Atlanta,Beachside,Hotel room,Cottage,5,3,4,2.66,431,93,240,Strict,10,83.773926,29.585065,295.0
341,Seattle,Uptown,Private room,Apartment,1,2,7,3.31,454,76,69,Strict,7,33.091746,-90.426126,286.93
342,Denver,Harbor Area,Private room,Cottage,4,3,8,4.18,103,98,103,Flexible,8,52.568026,58.044018,376.7
343,Chicago,Uptown,Hotel room,Cottage,3,2,1,3.34,433,85,203,Flexible,2,-37.306521,75.565816,287.52
344,Chicago,Harbor Area,Private room,Loft,1,1,5,2.95,88,72,52,Moderate,4,-75.746446,-176.150884,259.58
345,New York,Suburb,Shared room,Loft,4,1,3,3.2,140,81,329,Strict,5,-2.191889,-21.884216,386.73
346,Boston,Downtown,Entire home/apt,Loft,1,2,1,3.64,212,59,53,Strict,7,-33.375322,123.574335,264.72
347,San Francisco,Uptown,Entire home/apt,Apartment,1,1,3,3.69,232,60,275,Flexible,8,-53.62503,-3.748465,366.87
348,Seattle,City Center,Entire home/apt,Townhouse,5,1,6,4.46,393,87,334,Strict,4,81.475584,-67.904841,516.97
349,Los Angeles,Harbor Area,Entire home/apt,Loft,4,2,7,4.38,182,55,30,Moderate,4,-10.082121,133.847198,481.28
350,Los Angeles,Uptown,Hotel room,Apartment,3,2,8,3.64,250,90,134,Moderate,2,-58.552453,-123.882949,492.13
351,Seattle,Old Town,Entire home/apt,Loft,3,1,4,4.61,8,96,57,Strict,6,-54.242883,-105.679716,352.61
352,Austin,Midtown,Entire home/apt,Villa,4,3,3,2.79,78,83,104,Flexible,4,-39.472246,67.454052,377.11
353,San Francisco,City Center,Entire home/apt,Cottage,5,3,5,3.14,51,85,265,Strict,5,89.876928,-53.123061,621.52
354,Denver,City Center,Entire home/apt,Loft,2,2,9,4.57,385,86,9,Moderate,10,-41.75793,76.686061,388.0
355,Atlanta,Harbor Area,Shared room,House,1,2,6,3.44,408,66,252,Flexible,7,-30.815675,-123.226696,277.74
356,Austin,Old Town,Entire home/apt,Cottage,5,3,9,4.95,268,89,294,Strict,8,28.679063,-89.183128,582.69
357,Atlanta,Old Town,Shared room,Cottage,4,1,6,3.67,225,89,155,Flexible,8,-37.086952,-123.606944,354.85
358,Atlanta,Beachside,Hotel room,Loft,1,3,2,4.48,50,61,157,Flexible,3,-51.155235,163.047713,258.8
359,Austin,Harbor Area,Private room,Townhouse,3,3,5,3.51,185,70,36,Moderate,7,-61.445306,-34.054574,443.45
360,New York,Downtown,Entire home/apt,Condo,2,3,9,3.56,33,89,118,Flexible,4,-33.71712,-58.600832,511.23
361,Chicago,Midtown,Private room,Townhouse,3,3,8,3.46,290,68,66,Strict,7,-70.935176,-174.887224,395.45
362,Atlanta,Suburb,Private room,Loft,4,2,7,4.3,229,52,241,Flexible,6,-86.643614,-124.769671,352.44
363,Austin,City Center,Hotel room,Cottage,1,2,1,3.87,130,67,298,Flexible,4,54.835506,-28.391092,241.63
364,Austin,Suburb,Private room,House,4,1,4,4.86,489,68,212,Strict,10,-65.17891,-155.338995,344.52
365,Miami,Uptown,Shared room,Cottage,1,1,7,3.13,119,96,307,Moderate,2,49.675833,3.866159,408.4
366,New York,Uptown,Private room,Townhouse,5,1,7,2.75,442,55,100,Moderate,4,53.557646,-16.194442,487.17
367,Boston,Suburb,Private room,House,2,1,6,3.48,325,65,55,Strict,7,6.825515,96.180531,368.77
368,Miami,Uptown,Private room,Apartment,5,3,8,4.04,246,57,331,Strict,3,-34.257248,57.528973,668.77
369,Miami,Downtown,Entire home/apt,Villa,5,2,6,4.65,431,97,323,Moderate,4,-63.894108,-19.45897,607.57
370,Seattle,Old Town,Entire home/apt,Cottage,4,2,3,3.37,191,67,238,Flexible,5,42.624919,-99.122148,443.63
371,Chicago,Uptown,Shared room,Loft,2,1,4,4.13,496,97,230,Strict,9,18.249657,81.670884,312.47
372,Austin,Beachside,Shared room,Apartment,1,1,3,3.38,402,92,361,Flexible,9,27.981622,74.830357,279.73
373,Chicago,Uptown,Entire home/apt,Villa,1,3,1,4.04,322,88,91,Strict,4,-88.439564,-124.813382,272.98
374,San Francisco,Midtown,Shared room,Loft,3,3,5,4.71,209,98,278,Moderate,8,76.953063,149.310659,561.59
375,Seattle,Downtown,Entire home/apt,Condo,1,1,1,3.08,102,98,108,Flexible,7,-78.067766,-156.814158,259.25
376,Boston,Midtown,Hotel room,Loft,4,2,1,3.51,328,61,316,Flexible,4,-23.974941,-160.186425,376.21
377,Chicago,Midtown,Private room,House,5,2,2,4.98,371,94,167,Strict,4,-17.511903,-112.55385,424.83
378,Los Angeles,Beachside,Private room,House,5,2,4,4.67,459,59,299,Flexible,8,-89.756006,147.405887,497.98
379,Atlanta,Downtown,Shared room,Condo,5,1,6,3.91,132,56,217,Strict,6,-0.523924,7.199325,335.33
380,San Francisco,Downtown,Entire home/apt,Apartment,2,2,8,3.79,322,95,221,Moderate,9,45.505619,103.658731,536.45
381,New York,Harbor Area,Entire home/apt,Villa,1,3,3,3.21,138,50,160,Flexible,4,58.188358,-97.976452,417.22
382,Boston,Downtown,Shared room,Loft,4,3,1,3.79,120,98,15,Strict,9,68.291459,-3.520089,417.7
383,San Francisco,Downtown,Entire home/apt,House,2,1,3,4.62,93,85,277,Flexible,2,-2.210604,-51.015793,499.21
384,Atlanta,Downtown,Hotel room,Apartment,3,3,3,4.21,451,70,56,Strict,9,23.514514,118.018299,285.07
385,Seattle,Beachside,Private room,Condo,4,1,5,3.23,452,86,61,Strict,7,-75.686452,-171.862402,404.62
386,Atlanta,Uptown,Shared room,Townhouse,4,2,4,3.0,128,73,362,Strict,2,-2.15312,-92.216617,273.4
387,Miami,Harbor Area,Shared room,Cottage,4,2,4,3.16,90,74,326,Moderate,3,-62.133164,-125.073279,490.82
388,Atlanta,Midtown,Entire home/apt,Townhouse,5,2,9,2.92,91,56,241,Flexible,10,-23.464239,129.308054,343.45
389,Miami,Downtown,Shared room,Townhouse,4,3,7,2.74,62,91,89,Moderate,6,-30.725044,-11.684214,490.05
390,Seattle,City Center,Hotel room,House,1,1,4,3.55,28,66,71,Strict,6,-13.762696,-34.480784,262.84
391,Denver,Uptown,Entire home/apt,Condo,4,2,3,2.78,209,78,325,Strict,2,12.894591,-18.186206,299.23
392,Miami,Uptown,Entire home/apt,Loft,5,1,6,2.93,11,79,29,Moderate,10,72.517796,169.892838,506.55
393,New York,Midtown,Entire home/apt,Townhouse,4,2,3,3.87,332,56,358,Moderate,7,-18.992766,126.096262,507.62
394,Atlanta,Beachside,Entire home/apt,Townhouse,3,3,6,2.91,296,82,287,Flexible,5,86.603615,74.292758,300.37
395,Atlanta,Suburb,Hotel room,Villa,3,3,9,2.66,129,56,85,Strict,8,46.625049,-75.427575,312.28
396,New York,Suburb,Entire home/apt,House,5,1,6,3.29,292,73,233,Moderate,7,2.066588,-120.53772,520.16
397,Los Angeles,Uptown,Shared room,House,1,3,4,3.05,172,60,234,Strict,8,25.924759,151.716106,339.9
398,Austin,Old Town,Hotel room,Loft,1,3,5,3.79,207,58,312,Strict,7,-71.599649,-27.692812,350.84
399,Denver,Old Town,Private room,Cottage,2,1,6,2.76,431,61,364,Flexible,9,62.013876,-79.647912,268.53
400,Boston,Midtown,Private room,Apartment,5,2,3,4.38,23,84,264,Flexible,5,14.824342,-10.468502,548.31
401,Miami,Suburb,Shared room,Villa,4,3,8,4.77,98,53,286,Flexible,3,87.492146,150.425072,612.58
402,New York,Uptown,Shared room,House,5,1,4,4.36,405,85,326,Moderate,10,24.557174,-40.655767,557.49
403,Seattle,Beachside,Hotel room,Villa,2,3,8,3.83,355,77,268,Strict,3,60.140085,22.550759,449.82
404,Miami,Suburb,Private room,House,5,3,3,4.65,138,62,185,Moderate,5,53.957294,109.067868,545.56
405,Austin,Uptown,Private room,Villa,5,3,7,4.24,313,72,130,Moderate,10,-27.816993,-26.232289,511.39
406,Seattle,Uptown,Private room,Condo,2,3,9,2.53,173,68,290,Flexible,3,-43.270087,-95.924951,399.96
407,San Francisco,Downtown,Private room,Townhouse,1,1,4,3.49,28,91,276,Strict,8,-12.511155,178.029269,380.35
408,Atlanta,Beachside,Private room,House,4,1,8,4.63,418,86,319,Strict,7,-5.896558,164.365509,387.79
409,San Francisco,Downtown,Entire home/apt,Villa,2,1,3,3.36,495,88,350,Flexible,8,-46.784754,123.652501,376.38
410,Miami,Midtown,Shared room,Apartment,3,3,7,2.59,142,73,179,Strict,7,71.027617,67.814597,484.15
411,Austin,Downtown,Entire home/apt,Condo,1,3,3,4.37,315,65,289,Flexible,3,7.658615,-73.848374,267.57
412,Denver,City Center,Private room,Condo,3,3,7,4.51,350,82,162,Moderate,10,86.119991,148.828658,386.69
413,Miami,Downtown,Hotel room,Apartment,1,1,6,2.9,41,61,270,Moderate,4,55.8032,-80.799599,329.39
414,New York,City Center,Hotel room,Villa,4,3,2,3.84,488,83,95,Flexible,8,10.026875,108.291418,507.07
415,Chicago,Suburb,Private room,Loft,4,2,3,2.98,298,56,261,Moderate,10,80.46725,150.57294,318.99
416,Miami,Old Town,Private room,Apartment,5,3,6,4.3,207,60,364,Moderate,8,0.877467,37.081383,597.26
417,Atlanta,Harbor Area,Hotel room,Villa,3,2,4,3.18,329,80,352,Flexible,7,69.679172,109.100238,263.92
418,Atlanta,Harbor Area,Entire home/apt,Apartment,1,3,6,3.29,432,78,287,Moderate,7,-25.533939,105.010236,278.05
419,Miami,Uptown,Entire home/apt,Apartment,4,1,1,4.61,191,62,82,Strict,9,-21.844371,-110.46321,377.67
420,Seattle,Harbor Area,Private room,House,2,3,1,3.69,159,80,224,Moderate,8,-14.736477,60.45281,341.22
421,Chicago,City Center,Entire home/apt,Villa,4,2,3,4.17,63,51,222,Flexible,10,8.392616,-146.351543,338.79
422,New York,Beachside,Hotel room,Loft,2,2,8,3.51,242,88,117,Strict,4,9.628249,2.826052,539.83
423,Miami,Downtown,Entire home/apt,Townhouse,1,3,8,3.25,257,64,191,Strict,8,-0.648194,-121.595203,414.1
424,Seattle,City Center,Private room,House,4,2,4,4.06,151,60,78,Moderate,7,-34.919825,-30.11418,461.11
425,Atlanta,Beachside,Hotel room,Apartment,4,2,6,2.89,214,83,77,Strict,4,76.897164,119.873547,308.35
426,Atlanta,Old Town,Entire home/apt,Townhouse,1,1,8,3.43,321,88,146,Flexible,9,15.945498,175.380422,223.27
427,Austin,Harbor Area,Shared room,Cottage,4,3,7,3.02,165,53,106,Strict,7,-16.606941,-65.534461,403.58
428,Miami,Old Town,Hotel room,Townhouse,2,3,7,4.24,30,60,270,Moderate,3,27.211853,11.504052,533.73
429,Chicago,Harbor Area,Hotel room,Apartment,4,3,4,4.86,370,78,243,Moderate,8,48.234016,4.067289,442.16
430,Los Angeles,Downtown,Shared room,Apartment,3,2,9,4.99,231,51,72,Strict,9,82.931056,163.584544,502.18
431,Chicago,Midtown,Shared room,Villa,5,3,6,3.63,281,65,356,Flexible,2,-0.081151,-7.709856,472.56
432,Atlanta,Downtown,Hotel room,Villa,2,3,3,3.13,28,88,353,Flexible,5,-69.822268,71.678234,254.71
433,Atlanta,Suburb,Shared room,House,3,1,5,3.61,194,62,25,Moderate,9,-10.662156,151.844124,296.06
434,San Francisco,City Center,Private room,Loft,1,1,5,4.62,333,86,209,Moderate,3,-3.785299,-45.583719,408.24
435,Atlanta,Uptown,Private room,House,2,1,5,3.02,255,66,91,Flexible,4,71.458934,144.764006,228.78
436,New York,Midtown,Private room,Condo,5,2,8,4.88,280,70,124,Strict,4,-18.935862,150.28424,679.17
437,Boston,Downtown,Hotel room,Apartment,5,3,9,3.35,303,93,72,Strict,3,81.598368,155.038501,562.86
438,Miami,Beachside,Shared room,Townhouse,1,1,9,4.96,320,68,122,Strict,4,-2.676257,-82.639373,386.55
439,Chicago,Midtown,Shared room,Cottage,1,1,6,4.6,436,56,308,Strict,6,85.28049,-35.871986,314.32
440,Boston,City Center,Entire home/apt,Apartment,2,1,6,4.52,322,87,183,Flexible,10,-88.524302,133.342527,363.85
441,Seattle,Harbor Area,Entire home/apt,Apartment,4,3,9,3.29,345,57,186,Moderate,6,71.786767,-50.701743,467.3
442,Los Angeles,Midtown,Shared room,House,1,3,4,2.52,401,62,197,Moderate,8,77.601681,36.091092,281.83
443,New York,Harbor Area,Shared room,Cottage,4,3,6,3.46,392,86,77,Strict,2,82.983768,-137.500377,598.95
444,Chicago,City Center,Shared room,Cottage,3,2,4,3.25,293,51,347,Flexible,2,-87.646224,-159.741004,357.86
445,Boston,Downtown,Hotel room,Cottage,5,2,1,2.59,86,90,185,Flexible,9,-59.093849,-31.682164,400.93
446,Los Angeles,City Center,Shared room,House,4,1,7,3.76,148,60,343,Strict,8,27.677611,28.409952,464.64
447,San Francisco,Midtown,Entire home/apt,Apartment,5,3,6,3.51,248,73,252,Strict,6,-85.414915,-38.628319,628.17
448,New York,Beachside,Hotel room,House,4,1,9,4.09,320,55,12,Strict,7,-78.550381,27.984877,621.7
449,New York,Old Town,Shared room,Villa,3,3,7,4.05,404,75,298,Moderate,9,-50.205803,5.430375,493.35
450,San Francisco,Midtown,Entire home/apt,Villa,1,3,7,2.8,282,56,75,Strict,4,2.239158,66.854603,416.29
451,Miami,City Center,Hotel room,House,3,3,2,4.94,361,88,50,Moderate,4,8.262461,53.831675,522.55
452,San Francisco,Old Town,Shared room,Cottage,1,2,9,2.97,378,68,274,Flexible,3,-83.832998,-27.271547,523.06
453,New York,City Center,Shared room,Apartment,1,2,9,3.61,197,55,148,Flexible,8,-59.333895,-27.001713,499.58
454,New York,Beachside,Shared room,House,5,3,6,3.72,43,92,218,Moderate,4,-0.052979,-129.319798,569.34
455,Boston,City Center,Hotel room,House,3,1,3,4.53,355,78,121,Moderate,10,16.909312,4.765886,441.35
456,Atlanta,Downtown,Entire home/apt,House,4,3,1,2.75,27,92,210,Moderate,7,-63.287695,31.384486,297.2
457,Los Angeles,Uptown,Entire home/apt,Condo,3,3,4,3.57,428,88,279,Moderate,3,-18.208546,-8.463817,459.86
458,San Francisco,Harbor Area,Private room,Villa,5,1,3,4.07,16,51,25,Strict,7,72.792259,-62.745359,440.74
459,Los Angeles,Harbor Area,Shared room,Townhouse,1,3,1,3.04,126,68,172,Flexible,7,89.801872,79.793476,304.47
460,San Francisco,Midtown,Private room,Cottage,5,1,3,4.07,378,53,155,Strict,5,87.698602,-153.121808,558.13
461,Seattle,Uptown,Private room,Loft,2,2,4,4.81,167,55,237,Moderate,5,68.701412,149.198533,383.16
462,New York,City Center,Entire home/apt,Townhouse,2,2,8,4.99,243,98,81,Strict,7,-18.961184,-172.568362,572.91
463,Atlanta,Beachside,Hotel room,Cottage,4,1,9,2.58,386,86,355,Strict,3,33.583373,166.446048,305.61
464,Boston,Midtown,Hotel room,Loft,5,2,3,3.09,75,77,272,Flexible,2,-15.013399,-13.551984,412.35
465,Atlanta,City Center,Entire home/apt,Condo,4,2,6,3.28,230,79,67,Strict,6,26.734865,-31.43882,352.12
